"DATA INICIAL","DATA FINAL","PRODUTO","NÚMERO DE POSTOS PESQUISADOS","UNIDADE DE MEDIDA","PREÇO MÉDIO REVENDA","DESVIO PADRÃO REVENDA","PREÇO MÍNIMO REVENDA","PREÇO MÁXIMO REVENDA","MARGEM MÉDIA REVENDA","COEF DE VARIAÇÃO REVENDA","PREÇO MÉDIO DISTRIBUIÇÃO","DESVIO PADRÃO DISTRIBUIÇÃO","PREÇO MÍNIMO DISTRIBUIÇÃO","PREÇO MÁXIMO DISTRIBUIÇÃO","COEF DE VARIAÇÃO DISTRIBUIÇÃO",""
"10/20/2019","10/26/2019","GLP","4371","R$/13Kg","68.727","7.708","50.000","115.000","17.123","0.112","51.604","6.763","32.000","80.000","0.131",""
"10/20/2019","10/26/2019","GNV","297","R$/m3","3.189","0.333","2.599","4.099","0.746","0.104","2.443","0.343","1.899","3.231","0.140",""
"10/20/2019","10/26/2019","OLEO DIESEL","3090","R$/l","3.712","0.217","3.170","4.899","0.347","0.058","3.365","0.137","3.040","4.050","0.041",""
"10/20/2019","10/26/2019","OLEO DIESEL S10","4754","R$/l","3.785","0.209","3.190","4.999","0.361","0.055","3.424","0.142","3.022","4.188","0.041",""
"10/27/2019","11/2/2019","ETANOL HIDRATADO","5165","R$/l","2.928","0.468","2.299","5.470","0.329","0.160","2.599","0.386","2.120","3.969","0.149",""
"10/27/2019","11/2/2019","GASOLINA COMUM","5795","R$/l","4.386","0.300","3.659","5.799","0.429","0.068","3.957","0.238","3.395","4.627","0.060",""
"10/27/2019","11/2/2019","GLP","4373","R$/13Kg","68.864","7.687","50.000","115.000","17.118","0.112","51.746","6.722","32.000","80.000","0.130",""
"10/27/2019","11/2/2019","GNV","317","R$/m3","3.150","0.346","2.699","4.099","0.744","0.110","2.406","0.318","1.851","3.231","0.132",""
"10/27/2019","11/2/2019","OLEO DIESEL","3026","R$/l","3.714","0.215","3.170","4.919","0.353","0.058","3.361","0.142","3.040","3.988","0.042",""
"10/27/2019","11/2/2019","OLEO DIESEL S10","4768","R$/l","3.784","0.206","3.190","5.019","0.365","0.054","3.419","0.140","3.022","4.180","0.041",""
"11/3/2019","11/9/2019","ETANOL HIDRATADO","5181","R$/l","2.946","0.466","2.349","5.470","0.327","0.158","2.619","0.388","2.100","3.967","0.148",""
"11/3/2019","11/9/2019","GASOLINA COMUM","5803","R$/l","4.402","0.293","3.649","5.799","0.440","0.067","3.962","0.236","3.402","4.710","0.060",""
"11/3/2019","11/9/2019","GLP","4373","R$/13Kg","69.070","7.689","50.000","115.000","16.950","0.111","52.120","6.951","32.000","85.500","0.133",""
"11/3/2019","11/9/2019","GNV","321","R$/m3","3.153","0.339","2.679","4.149","0.745","0.108","2.408","0.319","1.781","3.181","0.132",""
"11/3/2019","11/9/2019","OLEO DIESEL","3122","R$/l","3.718","0.216","3.170","4.950","0.376","0.058","3.342","0.144","3.030","3.974","0.043",""
"11/3/2019","11/9/2019","OLEO DIESEL S10","4805","R$/l","3.787","0.206","3.190","5.070","0.387","0.054","3.400","0.143","2.973","4.172","0.042",""
"11/10/2019","11/16/2019","ETANOL HIDRATADO","5168","R$/l","2.963","0.458","2.399","5.470","0.325","0.155","2.638","0.387","2.160","3.971","0.147",""
"11/10/2019","11/16/2019","GASOLINA COMUM","5808","R$/l","4.407","0.294","3.660","5.799","0.439","0.067","3.968","0.236","3.445","4.686","0.059",""
"11/10/2019","11/16/2019","GLP","4374","R$/13Kg","69.063","7.645","50.000","110.000","16.864","0.111","52.199","6.899","32.000","80.000","0.132",""
"11/10/2019","11/16/2019","GNV","289","R$/m3","3.191","0.337","2.669","4.149","0.805","0.106","2.386","0.320","1.781","3.221","0.134",""
"11/10/2019","11/16/2019","OLEO DIESEL","3060","R$/l","3.715","0.218","3.170","4.950","0.371","0.059","3.344","0.144","3.030","3.974","0.043",""
"11/10/2019","11/16/2019","OLEO DIESEL S10","4780","R$/l","3.788","0.208","3.190","5.070","0.389","0.055","3.399","0.143","2.973","4.170","0.042",""
"11/17/2019","11/23/2019","ETANOL HIDRATADO","5166","R$/l","2.980","0.450","2.355","5.470","0.317","0.151","2.663","0.375","2.200","4.049","0.141",""
"11/17/2019","11/23/2019","GASOLINA COMUM","5813","R$/l","4.413","0.286","3.699","5.799","0.430","0.065","3.983","0.234","3.510","4.702","0.059",""
"11/17/2019","11/23/2019","GLP","4373","R$/13Kg","69.216","7.792","50.000","115.000","17.099","0.113","52.117","7.023","38.660","90.000","0.135",""
"11/17/2019","11/23/2019","GNV","317","R$/m3","3.190","0.314","2.599","4.149","0.820","0.098","2.370","0.334","1.781","3.181","0.141",""
"11/17/2019","11/23/2019","OLEO DIESEL","3086","R$/l","3.710","0.216","3.170","4.950","0.381","0.058","3.329","0.140","2.900","3.970","0.042",""
"11/17/2019","11/23/2019","OLEO DIESEL S10","4767","R$/l","3.786","0.206","3.290","5.070","0.395","0.054","3.391","0.137","2.479","4.160","0.040",""
"11/24/2019","11/30/2019","ETANOL HIDRATADO","5168","R$/l","3.005","0.454","2.359","5.470","0.328","0.151","2.677","0.383","2.000","4.074","0.143",""
"11/24/2019","11/30/2019","GASOLINA COMUM","5811","R$/l","4.428","0.291","3.699","5.799","0.427","0.066","4.001","0.236","3.510","4.666","0.059",""
"11/24/2019","11/30/2019","GLP","4373","R$/13Kg","69.101","7.706","50.000","115.000","17.013","0.112","52.088","7.014","37.550","80.000","0.135",""
"11/24/2019","11/30/2019","GNV","308","R$/m3","3.226","0.312","2.699","4.149","0.849","0.097","2.377","0.294","1.781","3.062","0.124",""
"11/24/2019","11/30/2019","OLEO DIESEL","3071","R$/l","3.708","0.218","3.170","4.950","0.372","0.059","3.336","0.148","3.022","3.980","0.044",""
"11/24/2019","11/30/2019","OLEO DIESEL S10","4823","R$/l","3.785","0.208","3.290","5.070","0.388","0.055","3.397","0.143","2.515","4.182","0.042",""
"12/1/2019","12/7/2019","ETANOL HIDRATADO","5160","R$/l","3.060","0.432","2.379","5.470","0.347","0.141","2.713","0.368","2.200","4.010","0.136",""
"12/1/2019","12/7/2019","GASOLINA COMUM","5815","R$/l","4.489","0.284","3.699","5.859","0.423","0.063","4.066","0.239","3.510","4.733","0.059",""
"12/1/2019","12/7/2019","GLP","4374","R$/13Kg","69.232","7.752","50.000","115.000","17.053","0.112","52.179","6.905","32.000","80.000","0.132",""
"12/1/2019","12/7/2019","GNV","315","R$/m3","3.199","0.321","2.679","4.085","0.792","0.100","2.407","0.336","1.781","3.363","0.140",""
"12/1/2019","12/7/2019","OLEO DIESEL","3083","R$/l","3.718","0.215","3.249","4.990","0.369","0.058","3.349","0.147","2.910","3.996","0.044",""
"12/1/2019","12/7/2019","OLEO DIESEL S10","4830","R$/l","3.794","0.206","3.299","5.070","0.384","0.054","3.410","0.148","2.174","4.184","0.043",""
"12/8/2019","12/14/2019","ETANOL HIDRATADO","5189","R$/l","3.108","0.426","2.478","5.470","0.370","0.137","2.738","0.376","2.255","4.117","0.137",""
"12/8/2019","12/14/2019","GASOLINA COMUM","5803","R$/l","4.521","0.281","3.790","5.859","0.448","0.062","4.073","0.241","3.510","4.733","0.059",""
"12/8/2019","12/14/2019","GLP","4373","R$/13Kg","69.200","7.666","50.000","105.000","16.843","0.111","52.357","7.125","32.000","80.000","0.136",""
"12/8/2019","12/14/2019","GNV","310","R$/m3","3.187","0.324","2.699","4.090","0.826","0.102","2.361","0.343","1.781","3.363","0.145",""
"12/8/2019","12/14/2019","OLEO DIESEL","3071","R$/l","3.722","0.213","3.280","4.989","0.364","0.057","3.358","0.147","3.054","4.015","0.044",""
"12/8/2019","12/14/2019","OLEO DIESEL S10","4846","R$/l","3.803","0.206","3.339","5.089","0.386","0.054","3.417","0.148","2.174","4.255","0.043",""
"12/15/2019","12/21/2019","ETANOL HIDRATADO","5167","R$/l","3.151","0.421","2.478","4.999","0.355","0.134","2.796","0.382","2.230","4.245","0.137",""
"12/15/2019","12/21/2019","GASOLINA COMUM","5802","R$/l","4.554","0.276","3.699","5.859","0.449","0.061","4.105","0.233","3.549","4.924","0.057",""
"12/15/2019","12/21/2019","GLP","4372","R$/13Kg","69.340","7.671","50.000","115.000","17.065","0.111","52.275","7.270","32.000","85.500","0.139",""
"12/15/2019","12/21/2019","GNV","355","R$/m3","3.203","0.328","2.699","4.559","0.708","0.102","2.495","0.278","2.010","3.176","0.111",""
"12/15/2019","12/21/2019","OLEO DIESEL","3079","R$/l","3.742","0.210","3.249","4.950","0.361","0.056","3.381","0.147","2.900","4.001","0.043",""
"12/15/2019","12/21/2019","OLEO DIESEL S10","4835","R$/l","3.811","0.200","3.290","5.070","0.376","0.052","3.435","0.147","3.006","4.255","0.043",""
"12/22/2019","12/28/2019","ETANOL HIDRATADO","5159","R$/l","3.157","0.421","2.478","4.999","0.348","0.133","2.809","0.389","2.230","4.245","0.138",""
"12/22/2019","12/28/2019","GASOLINA COMUM","5799","R$/l","4.555","0.277","3.699","5.859","0.446","0.061","4.109","0.237","3.549","4.796","0.058",""
"12/22/2019","12/28/2019","GLP","4372","R$/13Kg","69.167","7.673","50.000","115.000","16.792","0.111","52.375","7.217","32.000","87.500","0.138",""
"12/22/2019","12/28/2019","GNV","297","R$/m3","3.215","0.327","2.699","4.149","0.732","0.102","2.483","0.290","2.042","3.176","0.117",""
"12/22/2019","12/28/2019","OLEO DIESEL","3047","R$/l","3.751","0.212","3.290","4.990","0.363","0.057","3.388","0.158","3.000","4.018","0.047",""
"12/22/2019","12/28/2019","OLEO DIESEL S10","4811","R$/l","3.822","0.204","3.340","5.089","0.376","0.053","3.446","0.155","3.011","4.254","0.045",""
"12/29/2019","1/4/2020","ETANOL HIDRATADO","5150","R$/l","3.174","0.416","2.478","4.990","0.347","0.131","2.827","0.383","2.271","4.270","0.135",""
"12/29/2019","1/4/2020","GASOLINA COMUM","5808","R$/l","4.558","0.282","3.799","5.859","0.446","0.062","4.112","0.234","3.560","4.869","0.057",""
"12/29/2019","1/4/2020","GLP","4373","R$/13Kg","69.566","7.905","50.000","115.000","16.953","0.114","52.613","7.330","32.000","80.000","0.139",""
"12/29/2019","1/4/2020","GNV","289","R$/m3","3.188","0.314","2.699","4.149","0.807","0.098","2.381","0.296","2.010","3.176","0.124",""
"12/29/2019","1/4/2020","OLEO DIESEL","3062","R$/l","3.779","0.211","3.290","4.990","0.362","0.056","3.417","0.158","3.080","4.192","0.046",""
"12/29/2019","1/4/2020","OLEO DIESEL S10","4815","R$/l","3.847","0.201","3.379","5.070","0.370","0.052","3.477","0.149","3.011","4.254","0.043",""
"1/5/2020","1/11/2020","ETANOL HIDRATADO","5144","R$/l","3.185","0.416","2.478","4.990","0.339","0.131","2.846","0.382","2.390","4.270","0.134",""
"1/5/2020","1/11/2020","GASOLINA COMUM","5796","R$/l","4.558","0.282","3.799","5.899","0.435","0.062","4.123","0.233","3.540","4.796","0.057",""
"1/5/2020","1/11/2020","GLP","4373","R$/13Kg","69.473","7.956","50.000","115.000","16.787","0.115","52.686","7.503","32.000","78.000","0.142",""
"1/5/2020","1/11/2020","GNV","321","R$/m3","3.195","0.306","2.727","4.149","0.777","0.096","2.418","0.259","2.101","3.176","0.107",""
"1/5/2020","1/11/2020","OLEO DIESEL","3038","R$/l","3.783","0.213","3.298","5.000","0.361","0.056","3.422","0.156","3.080","4.192","0.046",""
"1/5/2020","1/11/2020","OLEO DIESEL S10","4851","R$/l","3.848","0.200","3.390","5.150","0.366","0.052","3.482","0.151","3.011","4.297","0.043",""
"1/12/2020","1/18/2020","ETANOL HIDRATADO","5150","R$/l","3.241","0.417","2.528","5.099","0.345","0.129","2.896","0.382","2.326","4.322","0.132",""
"1/12/2020","1/18/2020","GASOLINA COMUM","5806","R$/l","4.586","0.276","3.799","5.889","0.447","0.060","4.139","0.233","3.651","4.788","0.056",""
"1/12/2020","1/18/2020","GLP","4372","R$/13Kg","69.989","8.042","50.000","115.000","17.190","0.115","52.799","7.453","32.000","83.000","0.141",""
"1/12/2020","1/18/2020","GNV","314","R$/m3","3.216","0.323","2.749","4.149","0.777","0.100","2.439","0.341","1.738","3.221","0.140",""
"1/12/2020","1/18/2020","OLEO DIESEL","3044","R$/l","3.791","0.207","3.299","4.990","0.352","0.055","3.439","0.143","3.090","4.192","0.042",""
"1/12/2020","1/18/2020","OLEO DIESEL S10","4818","R$/l","3.862","0.202","3.379","5.070","0.377","0.052","3.485","0.145","2.800","4.297","0.042",""
"1/19/2020","1/25/2020","ETANOL HIDRATADO","5151","R$/l","3.247","0.427","2.690","5.049","0.333","0.132","2.914","0.396","2.291","4.359","0.136",""
"1/19/2020","1/25/2020","GASOLINA COMUM","5803","R$/l","4.594","0.274","3.799","5.889","0.458","0.060","4.136","0.234","3.650","4.773","0.057",""
"1/19/2020","1/25/2020","GLP","4372","R$/13Kg","69.692","8.000","50.000","115.000","16.703","0.115","52.989","7.511","32.000","85.500","0.142",""
"1/19/2020","1/25/2020","GNV","313","R$/m3","3.240","0.310","2.199","4.149","0.909","0.096","2.331","0.348","1.738","3.190","0.149",""
"1/19/2020","1/25/2020","OLEO DIESEL","3034","R$/l","3.800","0.212","3.349","5.009","0.370","0.056","3.430","0.140","3.090","3.948","0.041",""
"1/19/2020","1/25/2020","OLEO DIESEL S10","4847","R$/l","3.866","0.205","3.399","5.109","0.386","0.053","3.480","0.145","2.982","4.263","0.042",""
"1/26/2020","2/1/2020","ETANOL HIDRATADO","5140","R$/l","3.250","0.425","2.690","4.999","0.336","0.131","2.914","0.395","2.309","4.321","0.136",""
"1/26/2020","2/1/2020","GASOLINA COMUM","5792","R$/l","4.580","0.272","3.850","5.889","0.463","0.059","4.117","0.235","3.600","5.004","0.057",""
"1/26/2020","2/1/2020","GLP","4358","R$/13Kg","69.982","8.013","50.000","115.000","16.843","0.115","53.139","7.645","32.000","87.500","0.144",""
"1/26/2020","2/1/2020","GNV","331","R$/m3","3.195","0.338","2.749","4.779","0.802","0.106","2.393","0.410","1.894","4.219","0.171",""
"1/26/2020","2/1/2020","OLEO DIESEL","3106","R$/l","3.778","0.210","3.290","4.950","0.403","0.056","3.375","0.144","3.015","3.945","0.043",""
"1/26/2020","2/1/2020","OLEO DIESEL S10","4812","R$/l","3.847","0.202","2.899","5.070","0.419","0.053","3.428","0.149","2.791","4.258","0.043",""
"2/2/2020","2/8/2020","ETANOL HIDRATADO","5170","R$/l","3.253","0.425","2.690","4.999","0.335","0.131","2.918","0.401","2.309","4.355","0.137",""
"2/2/2020","2/8/2020","GASOLINA COMUM","5807","R$/l","4.578","0.273","3.790","5.889","0.472","0.060","4.106","0.237","3.629","4.770","0.058",""
"2/2/2020","2/8/2020","GLP","4371","R$/13Kg","69.810","8.016","50.000","110.000","16.700","0.115","53.110","7.574","32.000","83.000","0.143",""
"2/2/2020","2/8/2020","GNV","335","R$/m3","3.197","0.319","2.749","4.149","0.789","0.100","2.408","0.310","1.894","3.221","0.129",""
"2/2/2020","2/8/2020","OLEO DIESEL","3057","R$/l","3.766","0.216","3.240","4.990","0.404","0.057","3.362","0.148","3.000","3.940","0.044",""
"2/2/2020","2/8/2020","OLEO DIESEL S10","4832","R$/l","3.840","0.206","3.039","5.070","0.435","0.054","3.405","0.151","2.912","3.920","0.044",""
"2/9/2020","2/15/2020","ETANOL HIDRATADO","5126","R$/l","3.256","0.427","2.699","4.999","0.325","0.131","2.931","0.403","2.309","4.360","0.137",""
"2/9/2020","2/15/2020","GASOLINA COMUM","5807","R$/l","4.550","0.275","3.690","5.889","0.484","0.060","4.066","0.235","3.610","4.744","0.058",""
"2/9/2020","2/15/2020","GLP","4368","R$/13Kg","69.978","7.971","50.000","105.000","16.586","0.114","53.392","7.447","37.082","83.000","0.139",""
"2/9/2020","2/15/2020","GNV","331","R$/m3","3.222","0.310","2.699","4.149","0.803","0.096","2.419","0.369","1.763","3.221","0.153",""
"2/9/2020","2/15/2020","OLEO DIESEL","3027","R$/l","3.711","0.228","3.199","4.990","0.453","0.061","3.258","0.164","2.900","3.918","0.050",""
"2/9/2020","2/15/2020","OLEO DIESEL S10","4848","R$/l","3.797","0.216","3.239","5.070","0.491","0.057","3.306","0.168","2.840","3.920","0.051",""
"2/16/2020","2/22/2020","ETANOL HIDRATADO","5131","R$/l","3.241","0.433","2.699","4.999","0.307","0.134","2.934","0.405","2.309","4.390","0.138",""
"2/16/2020","2/22/2020","GASOLINA COMUM","5804","R$/l","4.537","0.275","3.670","5.889","0.476","0.061","4.061","0.237","3.544","4.690","0.058",""
"2/16/2020","2/22/2020","GLP","4369","R$/13Kg","69.972","7.953","50.000","115.000","16.705","0.114","53.267","7.500","37.700","83.000","0.141",""
"2/16/2020","2/22/2020","GNV","322","R$/m3","3.196","0.303","2.699","4.149","0.746","0.095","2.450","0.283","1.816","3.165","0.116",""
"2/16/2020","2/22/2020","OLEO DIESEL","3068","R$/l","3.701","0.232","3.190","4.950","0.464","0.063","3.237","0.169","2.735","3.948","0.052",""
"2/16/2020","2/22/2020","OLEO DIESEL S10","4840","R$/l","3.781","0.221","3.200","5.070","0.497","0.058","3.284","0.169","2.878","4.271","0.051",""
"2/23/2020","2/29/2020","ETANOL HIDRATADO","5128","R$/l","3.241","0.433","2.699","4.999","0.298","0.134","2.943","0.398","2.309","4.693","0.135",""
"2/23/2020","2/29/2020","GASOLINA COMUM","5812","R$/l","4.535","0.274","3.730","5.899","0.459","0.060","4.076","0.241","3.569","4.748","0.059",""
"2/23/2020","2/29/2020","GLP","4369","R$/13Kg","69.868","7.942","50.000","115.000","16.567","0.114","53.301","7.522","32.000","87.500","0.141",""
"2/23/2020","2/29/2020","GNV","310","R$/m3","3.191","0.313","2.749","4.149","0.732","0.098","2.459","0.319","1.816","3.163","0.130",""
"2/23/2020","2/29/2020","OLEO DIESEL","3106","R$/l","3.677","0.228","3.149","4.950","0.461","0.062","3.216","0.160","2.886","3.948","0.050",""
"2/23/2020","2/29/2020","OLEO DIESEL S10","4832","R$/l","3.763","0.216","3.229","5.070","0.510","0.057","3.253","0.161","2.865","3.938","0.049",""
"3/1/2020","3/7/2020","ETANOL HIDRATADO","5135","R$/l","3.249","0.434","2.729","4.999","0.303","0.134","2.946","0.410","2.309","4.693","0.139",""
"3/1/2020","3/7/2020","GASOLINA COMUM","5807","R$/l","4.531","0.270","3.730","5.889","0.468","0.060","4.063","0.240","3.569","4.748","0.059",""
"3/1/2020","3/7/2020","GLP","4369","R$/13Kg","69.876","7.810","50.000","115.000","16.549","0.112","53.327","7.505","32.000","83.000","0.141",""
"3/1/2020","3/7/2020","GNV","302","R$/m3","3.198","0.300","2.729","4.149","0.810","0.094","2.388","0.313","1.970","3.163","0.131",""
"3/1/2020","3/7/2020","OLEO DIESEL","3071","R$/l","3.661","0.231","3.120","4.950","0.457","0.063","3.204","0.168","2.848","3.918","0.052",""
"3/1/2020","3/7/2020","OLEO DIESEL S10","4852","R$/l","3.748","0.220","3.160","5.070","0.513","0.059","3.235","0.171","2.778","4.192","0.053",""
"3/8/2020","3/14/2020","ETANOL HIDRATADO","5129","R$/l","3.253","0.431","2.699","4.989","0.302","0.132","2.951","0.393","2.471","4.438","0.133",""
"3/8/2020","3/14/2020","GASOLINA COMUM","5801","R$/l","4.515","0.269","3.720","5.889","0.478","0.060","4.037","0.239","3.546","4.721","0.059",""
"3/8/2020","3/14/2020","GLP","4365","R$/13Kg","69.984","7.922","50.000","115.000","16.880","0.113","53.104","7.360","32.000","87.500","0.139",""
"3/8/2020","3/14/2020","GNV","317","R$/m3","3.172","0.307","2.689","4.149","0.740","0.097","2.432","0.331","1.816","3.216","0.136",""
"3/8/2020","3/14/2020","OLEO DIESEL","3032","R$/l","3.618","0.239","3.050","4.950","0.487","0.066","3.131","0.159","2.740","3.827","0.051",""
"3/8/2020","3/14/2020","OLEO DIESEL S10","4813","R$/l","3.707","0.229","3.090","5.070","0.526","0.062","3.181","0.161","2.492","3.975","0.051",""
"3/15/2020","3/21/2020","ETANOL HIDRATADO","5120","R$/l","3.226","0.449","2.649","4.989","0.321","0.139","2.905","0.418","2.310","4.438","0.144",""
"3/15/2020","3/21/2020","GASOLINA COMUM","5796","R$/l","4.486","0.281","3.620","5.889","0.492","0.063","3.994","0.249","3.477","4.721","0.062",""
"3/15/2020","3/21/2020","GLP","4365","R$/13Kg","69.869","7.946","50.000","115.000","16.595","0.114","53.274","7.239","32.000","83.000","0.136",""
"3/15/2020","3/21/2020","GNV","307","R$/m3","3.211","0.303","2.689","4.149","0.863","0.094","2.348","0.337","1.816","3.216","0.144",""
"3/15/2020","3/21/2020","OLEO DIESEL","3012","R$/l","3.586","0.248","2.899","4.950","0.474","0.069","3.112","0.172","2.730","3.948","0.055",""
"3/15/2020","3/21/2020","OLEO DIESEL S10","4832","R$/l","3.680","0.239","2.999","5.070","0.525","0.065","3.155","0.166","2.698","3.893","0.053",""
"3/22/2020","3/28/2020","ETANOL HIDRATADO","5104","R$/l","3.139","0.476","2.499","4.999","0.397","0.152","2.742","0.474","2.129","4.338","0.173",""
"3/22/2020","3/28/2020","GASOLINA COMUM","5751","R$/l","4.400","0.298","3.520","5.889","0.548","0.068","3.852","0.270","3.290","4.698","0.070",""
"3/22/2020","3/28/2020","GLP","4319","R$/13Kg","70.069","8.016","50.000","115.000","16.986","0.114","53.083","7.468","32.000","83.000","0.141",""
"3/22/2020","3/28/2020","GNV","296","R$/m3","3.199","0.309","2.699","4.429","0.743","0.097","2.456","0.354","2.059","3.216","0.144",""
"3/22/2020","3/28/2020","OLEO DIESEL","3049","R$/l","3.492","0.261","2.899","4.950","0.526","0.075","2.966","0.187","2.580","3.827","0.063",""
"3/22/2020","3/28/2020","OLEO DIESEL S10","4787","R$/l","3.590","0.259","2.940","5.070","0.561","0.072","3.029","0.192","2.467","3.700","0.063",""
"3/29/2020","4/4/2020","ETANOL HIDRATADO","5136","R$/l","3.039","0.501","2.099","4.999","0.405","0.165","2.634","0.525","1.800","4.310","0.199",""
"3/29/2020","4/4/2020","GASOLINA COMUM","5772","R$/l","4.298","0.322","3.230","5.889","0.523","0.075","3.775","0.297","2.984","4.668","0.079",""
"3/29/2020","4/4/2020","GLP","4160","R$/13Kg","69.908","7.743","50.000","115.000","16.851","0.111","53.057","7.534","32.000","87.500","0.142",""
"3/29/2020","4/4/2020","GNV","315","R$/m3","3.177","0.316","2.689","4.149","0.821","0.099","2.356","0.344","1.971","3.216","0.146",""
"3/29/2020","4/4/2020","OLEO DIESEL","3016","R$/l","3.437","0.269","2.890","4.950","0.507","0.078","2.930","0.189","2.560","3.670","0.065",""
"3/29/2020","4/4/2020","OLEO DIESEL S10","4808","R$/l","3.533","0.265","2.699","5.070","0.530","0.075","3.003","0.197","2.342","3.700","0.066",""
"4/5/2020","4/11/2020","ETANOL HIDRATADO","5100","R$/l","2.864","0.545","1.899","4.990","0.497","0.190","2.367","0.612","1.555","4.310","0.259",""
"4/5/2020","4/11/2020","GASOLINA COMUM","5765","R$/l","4.149","0.318","3.200","5.889","0.584","0.077","3.565","0.294","2.860","4.654","0.082",""
"4/5/2020","4/11/2020","GLP","4192","R$/13Kg","70.090","7.655","50.000","115.000","17.467","0.109","52.623","7.485","37.505","83.000","0.142",""
"4/5/2020","4/11/2020","GNV","303","R$/m3","3.187","0.297","2.649","4.085","0.657","0.093","2.530","0.305","2.020","3.149","0.121",""
"4/5/2020","4/11/2020","OLEO DIESEL","3051","R$/l","3.338","0.265","2.790","4.950","0.478","0.079","2.860","0.168","2.517","3.566","0.059",""
"4/5/2020","4/11/2020","OLEO DIESEL S10","4799","R$/l","3.439","0.266","2.840","5.070","0.522","0.077","2.917","0.199","2.284","3.932","0.068",""
"4/12/2020","4/18/2020","ETANOL HIDRATADO","5106","R$/l","2.796","0.555","1.949","4.990","0.481","0.198","2.315","0.593","1.649","4.310","0.256",""
"4/12/2020","4/18/2020","GASOLINA COMUM","5753","R$/l","4.095","0.320","3.150","5.889","0.556","0.078","3.539","0.291","2.860","4.654","0.082",""
"4/12/2020","4/18/2020","GLP","4267","R$/13Kg","69.962","7.553","50.000","115.000","17.903","0.108","52.059","7.554","40.920","77.500","0.145",""
"4/12/2020","4/18/2020","GNV","281","R$/m3","3.182","0.302","2.689","4.085","0.765","0.095","2.417","0.245","1.971","2.819","0.101",""
"4/12/2020","4/18/2020","OLEO DIESEL","3004","R$/l","3.318","0.265","2.650","4.950","0.475","0.080","2.843","0.168","2.346","3.566","0.059",""
"4/12/2020","4/18/2020","OLEO DIESEL S10","4768","R$/l","3.416","0.267","2.780","5.070","0.500","0.078","2.916","0.192","2.284","3.854","0.066",""
"4/19/2020","4/25/2020","ETANOL HIDRATADO","5130","R$/l","2.705","0.563","1.899","4.999","0.448","0.208","2.257","0.512","1.599","4.139","0.227",""
"4/19/2020","4/25/2020","GASOLINA COMUM","5778","R$/l","3.992","0.319","2.950","5.690","0.586","0.080","3.406","0.284","2.836","4.654","0.083",""
"4/19/2020","4/25/2020","GLP","4340","R$/13Kg","69.806","7.434","50.000","115.000","17.839","0.106","51.967","7.501","32.000","77.500","0.144",""
"4/19/2020","4/25/2020","GNV","304","R$/m3","3.156","0.286","2.399","3.999","0.827","0.091","2.329","0.208","2.020","3.042","0.089",""
"4/19/2020","4/25/2020","OLEO DIESEL","3041","R$/l","3.249","0.258","2.650","4.950","0.486","0.079","2.763","0.170","2.287","3.556","0.062",""
"4/19/2020","4/25/2020","OLEO DIESEL S10","4819","R$/l","3.346","0.265","2.690","5.070","0.523","0.079","2.823","0.196","2.294","3.700","0.069",""
"4/26/2020","5/2/2020","ETANOL HIDRATADO","5137","R$/l","2.667","0.571","1.859","4.999","0.434","0.214","2.233","0.515","1.599","4.139","0.231",""
"4/26/2020","5/2/2020","GASOLINA COMUM","5779","R$/l","3.929","0.327","2.920","5.690","0.551","0.083","3.378","0.281","2.831","4.654","0.083",""
"4/26/2020","5/2/2020","GLP","4355","R$/13Kg","69.790","7.457","49.990","115.000","17.908","0.107","51.882","7.467","32.000","77.500","0.144",""
"4/26/2020","5/2/2020","GNV","295","R$/m3","3.163","0.289","2.599","3.999","0.923","0.091","2.240","0.192","2.020","2.600","0.086",""
"4/26/2020","5/2/2020","OLEO DIESEL","3028","R$/l","3.203","0.269","2.453","4.950","0.468","0.084","2.735","0.182","2.212","3.556","0.067",""
"4/26/2020","5/2/2020","OLEO DIESEL S10","4815","R$/l","3.301","0.277","2.465","5.070","0.501","0.084","2.800","0.195","2.270","3.700","0.070",""
"5/3/2020","5/9/2020","ETANOL HIDRATADO","5145","R$/l","2.579","0.566","1.799","4.999","0.441","0.219","2.138","0.521","1.647","4.319","0.244",""
"5/3/2020","5/9/2020","GASOLINA COMUM","5759","R$/l","3.823","0.317","2.870","5.690","0.573","0.083","3.250","0.267","2.753","4.654","0.082",""
"5/3/2020","5/9/2020","GLP","4360","R$/13Kg","69.650","7.484","49.990","115.000","17.976","0.107","51.674","7.503","32.000","77.500","0.145",""
"5/3/2020","5/9/2020","GNV","295","R$/m3","3.117","0.310","2.599","3.999","0.854","0.099","2.263","0.204","2.027","2.704","0.090",""
"5/3/2020","5/9/2020","OLEO DIESEL","3005","R$/l","3.077","0.274","2.499","4.950","0.496","0.089","2.581","0.181","2.185","3.320","0.070",""
"5/3/2020","5/9/2020","OLEO DIESEL S10","4822","R$/l","3.183","0.287","2.530","5.070","0.552","0.090","2.631","0.206","2.220","3.700","0.078",""
"5/10/2020","5/16/2020","ETANOL HIDRATADO","5146","R$/l","2.548","0.568","1.799","4.999","0.404","0.223","2.144","0.513","1.647","4.319","0.239",""
"5/10/2020","5/16/2020","GASOLINA COMUM","5756","R$/l","3.808","0.316","2.890","5.690","0.544","0.083","3.264","0.268","2.735","4.654","0.082",""
