"DATA INICIAL","DATA FINAL","PRODUTO","NÚMERO DE POSTOS PESQUISADOS","UNIDADE DE MEDIDA","PREÇO MÉDIO REVENDA","DESVIO PADRÃO REVENDA","PREÇO MÍNIMO REVENDA","PREÇO MÁXIMO REVENDA","MARGEM MÉDIA REVENDA","COEF DE VARIAÇÃO REVENDA","PREÇO MÉDIO DISTRIBUIÇÃO","DESVIO PADRÃO DISTRIBUIÇÃO","PREÇO MÍNIMO DISTRIBUIÇÃO","PREÇO MÁXIMO DISTRIBUIÇÃO","COEF DE VARIAÇÃO DISTRIBUIÇÃO",""
"9/28/2014","10/4/2014","GNV","514","R$/m3","1.900","0.172","1.399","2.519","0.469","0.091","1.431","0.142","1.154","1.753","0.099",""
"9/28/2014","10/4/2014","OLEO DIESEL","5793","R$/l","2.500","0.130","2.190","3.310","0.293","0.052","2.207","0.102","1.939","2.891","0.046",""
"9/28/2014","10/4/2014","OLEO DIESEL S10","4323","R$/l","2.639","0.126","2.349","3.400","0.299","0.048","2.340","0.095","2.074","2.981","0.041",""
"10/5/2014","10/11/2014","ETANOL HIDRATADO","7782","R$/l","2.000","0.306","1.499","3.170","0.321","0.153","1.679","0.276","1.275","2.462","0.164",""
"10/5/2014","10/11/2014","GASOLINA COMUM","8603","R$/l","2.958","0.164","2.450","4.159","0.401","0.055","2.557","0.116","2.220","3.136","0.045",""
"10/5/2014","10/11/2014","GLP","7919","R$/13Kg","44.426","5.096","29.000","69.000","13.478","0.115","30.948","5.983","14.660","55.000","0.193",""
"10/5/2014","10/11/2014","GNV","569","R$/m3","1.899","0.178","1.399","2.799","0.450","0.094","1.449","0.163","1.133","1.777","0.112",""
"10/5/2014","10/11/2014","OLEO DIESEL","5835","R$/l","2.500","0.130","2.190","3.310","0.291","0.052","2.209","0.099","2.000","2.891","0.045",""
"10/5/2014","10/11/2014","OLEO DIESEL S10","4335","R$/l","2.640","0.126","2.329","3.400","0.297","0.048","2.343","0.093","2.110","2.981","0.040",""
"10/12/2014","10/18/2014","ETANOL HIDRATADO","7763","R$/l","2.001","0.308","1.490","3.170","0.334","0.154","1.667","0.279","1.308","2.462","0.167",""
"10/12/2014","10/18/2014","GASOLINA COMUM","8598","R$/l","2.961","0.165","2.450","4.159","0.404","0.056","2.557","0.115","2.220","3.136","0.045",""
"10/12/2014","10/18/2014","GLP","7919","R$/13Kg","44.447","5.070","29.000","69.000","13.209","0.114","31.238","5.722","14.660","55.000","0.183",""
"10/12/2014","10/18/2014","GNV","555","R$/m3","1.902","0.178","1.425","2.799","0.466","0.094","1.436","0.166","1.118","1.822","0.116",""
"10/12/2014","10/18/2014","OLEO DIESEL","5786","R$/l","2.500","0.130","2.199","3.310","0.290","0.052","2.210","0.101","2.000","2.891","0.046",""
"10/12/2014","10/18/2014","OLEO DIESEL S10","4394","R$/l","2.641","0.126","2.349","3.400","0.300","0.048","2.341","0.091","2.110","2.981","0.039",""
"10/19/2014","10/25/2014","ETANOL HIDRATADO","7785","R$/l","1.999","0.309","1.479","3.170","0.339","0.155","1.660","0.283","1.307","2.673","0.170",""
"10/19/2014","10/25/2014","GASOLINA COMUM","8592","R$/l","2.960","0.168","2.499","4.159","0.405","0.057","2.555","0.116","2.240","3.298","0.045",""
"10/19/2014","10/25/2014","GLP","7916","R$/13Kg","44.408","5.111","29.000","69.000","13.179","0.115","31.229","5.952","14.660","55.000","0.191",""
"10/19/2014","10/25/2014","GNV","532","R$/m3","1.905","0.177","1.379","2.799","0.464","0.093","1.441","0.164","1.118","2.048","0.114",""
"10/19/2014","10/25/2014","OLEO DIESEL","5747","R$/l","2.501","0.131","2.190","3.310","0.295","0.052","2.206","0.098","1.991","2.742","0.044",""
"10/19/2014","10/25/2014","OLEO DIESEL S10","4394","R$/l","2.640","0.126","2.349","3.400","0.296","0.048","2.344","0.089","2.119","2.788","0.038",""
"10/26/2014","11/1/2014","ETANOL HIDRATADO","7783","R$/l","1.997","0.309","1.470","3.170","0.339","0.155","1.658","0.284","1.307","2.673","0.171",""
"10/26/2014","11/1/2014","GASOLINA COMUM","8592","R$/l","2.961","0.166","2.499","4.159","0.404","0.056","2.557","0.115","2.220","3.298","0.045",""
"10/26/2014","11/1/2014","GLP","7915","R$/13Kg","44.469","5.068","29.000","69.000","13.239","0.114","31.230","5.942","14.660","55.000","0.190",""
"10/26/2014","11/1/2014","GNV","520","R$/m3","1.904","0.174","1.399","2.799","0.455","0.091","1.449","0.175","1.118","2.048","0.121",""
"10/26/2014","11/1/2014","OLEO DIESEL","5688","R$/l","2.500","0.130","2.190","3.310","0.293","0.052","2.207","0.100","1.982","2.742","0.045",""
"10/26/2014","11/1/2014","OLEO DIESEL S10","4452","R$/l","2.640","0.126","2.349","3.400","0.293","0.048","2.347","0.093","2.032","2.788","0.040",""
"11/2/2014","11/8/2014","ETANOL HIDRATADO","7765","R$/l","2.003","0.306","1.470","3.170","0.348","0.153","1.655","0.282","1.315","2.673","0.170",""
"11/2/2014","11/8/2014","GASOLINA COMUM","8585","R$/l","2.966","0.164","2.450","4.369","0.410","0.055","2.556","0.112","2.245","3.127","0.044",""
"11/2/2014","11/8/2014","GLP","7906","R$/13Kg","44.542","5.111","30.000","67.000","13.226","0.115","31.316","6.007","14.663","55.000","0.192",""
"11/2/2014","11/8/2014","GNV","521","R$/m3","1.902","0.184","1.379","2.799","0.425","0.097","1.477","0.177","1.118","1.927","0.120",""
"11/2/2014","11/8/2014","OLEO DIESEL","5739","R$/l","2.503","0.130","2.199","3.310","0.293","0.052","2.210","0.098","1.982","2.775","0.044",""
"11/2/2014","11/8/2014","OLEO DIESEL S10","4437","R$/l","2.642","0.126","2.349","3.400","0.292","0.048","2.350","0.092","2.101","2.891","0.039",""
"11/9/2014","11/15/2014","ETANOL HIDRATADO","7748","R$/l","2.009","0.305","1.470","3.430","0.358","0.152","1.651","0.280","1.315","2.673","0.170",""
"11/9/2014","11/15/2014","GASOLINA COMUM","8583","R$/l","3.012","0.168","2.450","4.369","0.439","0.056","2.573","0.118","2.240","3.127","0.046",""
"11/9/2014","11/15/2014","GLP","7902","R$/13Kg","44.531","5.114","30.000","67.000","13.211","0.115","31.320","5.993","14.663","55.000","0.191",""
"11/9/2014","11/15/2014","GNV","512","R$/m3","1.894","0.186","1.379","2.889","0.463","0.098","1.431","0.173","1.118","1.914","0.121",""
"11/9/2014","11/15/2014","OLEO DIESEL","5774","R$/l","2.561","0.140","2.199","3.430","0.326","0.055","2.235","0.106","1.994","2.775","0.047",""
"11/9/2014","11/15/2014","OLEO DIESEL S10","4468","R$/l","2.714","0.138","2.349","3.540","0.335","0.051","2.379","0.100","2.101","2.891","0.042",""
"11/16/2014","11/22/2014","ETANOL HIDRATADO","7769","R$/l","2.024","0.301","1.595","3.320","0.346","0.149","1.678","0.265","1.320","2.673","0.158",""
"11/16/2014","11/22/2014","GASOLINA COMUM","8577","R$/l","3.028","0.170","2.559","4.299","0.434","0.056","2.594","0.117","2.240","3.171","0.045",""
"11/16/2014","11/22/2014","GLP","7891","R$/13Kg","44.652","5.088","30.000","69.000","13.330","0.114","31.322","5.959","14.660","55.000","0.190",""
"11/16/2014","11/22/2014","GNV","538","R$/m3","1.911","0.182","1.400","2.889","0.479","0.095","1.432","0.161","1.113","2.048","0.112",""
"11/16/2014","11/22/2014","OLEO DIESEL","5741","R$/l","2.593","0.139","2.239","3.440","0.311","0.054","2.282","0.109","2.000","2.976","0.048",""
"11/16/2014","11/22/2014","OLEO DIESEL S10","4502","R$/l","2.742","0.137","2.367","3.560","0.315","0.050","2.427","0.106","2.120","2.894","0.044",""
"11/23/2014","11/29/2014","ETANOL HIDRATADO","7750","R$/l","2.028","0.298","1.599","3.320","0.338","0.147","1.690","0.262","1.324","2.673","0.155",""
"11/23/2014","11/29/2014","GASOLINA COMUM","8571","R$/l","3.030","0.169","2.549","4.299","0.433","0.056","2.597","0.118","2.250","3.171","0.045",""
"11/23/2014","11/29/2014","GLP","7896","R$/13Kg","44.662","5.080","30.000","69.000","13.157","0.114","31.505","5.915","14.660","55.000","0.188",""
"11/23/2014","11/29/2014","GNV","531","R$/m3","1.913","0.182","1.399","2.889","0.481","0.095","1.432","0.165","1.118","2.048","0.115",""
"11/23/2014","11/29/2014","OLEO DIESEL","5706","R$/l","2.600","0.137","2.259","3.440","0.314","0.053","2.286","0.106","2.000","2.976","0.046",""
"11/23/2014","11/29/2014","OLEO DIESEL S10","4564","R$/l","2.751","0.135","2.399","3.560","0.318","0.049","2.433","0.103","2.046","2.900","0.042",""
"11/30/2014","12/6/2014","ETANOL HIDRATADO","7756","R$/l","2.031","0.297","1.599","3.328","0.330","0.146","1.701","0.255","1.350","2.673","0.150",""
"11/30/2014","12/6/2014","GASOLINA COMUM","8574","R$/l","3.032","0.170","2.539","4.299","0.430","0.056","2.602","0.119","2.252","3.171","0.046",""
"11/30/2014","12/6/2014","GLP","7896","R$/13Kg","44.641","5.095","29.990","69.000","13.189","0.114","31.452","5.944","14.663","51.500","0.189",""
"11/30/2014","12/6/2014","GNV","533","R$/m3","1.902","0.176","1.399","2.549","0.462","0.093","1.440","0.166","1.113","2.005","0.115",""
"11/30/2014","12/6/2014","OLEO DIESEL","5719","R$/l","2.604","0.136","2.259","3.440","0.306","0.052","2.298","0.099","2.020","2.881","0.043",""
"11/30/2014","12/6/2014","OLEO DIESEL S10","4586","R$/l","2.754","0.134","2.419","3.560","0.320","0.049","2.434","0.099","2.060","3.086","0.041",""
"12/7/2014","12/13/2014","ETANOL HIDRATADO","7742","R$/l","2.038","0.294","1.599","3.328","0.324","0.144","1.714","0.251","1.369","2.673","0.146",""
"12/7/2014","12/13/2014","GASOLINA COMUM","8574","R$/l","3.032","0.170","2.549","4.299","0.429","0.056","2.603","0.119","2.245","3.171","0.046",""
"12/7/2014","12/13/2014","GLP","7911","R$/13Kg","44.763","5.032","29.990","69.000","13.202","0.112","31.561","5.988","14.663","51.500","0.190",""
"12/7/2014","12/13/2014","GNV","544","R$/m3","1.909","0.182","1.499","2.889","0.465","0.095","1.444","0.168","1.168","2.005","0.116",""
"12/7/2014","12/13/2014","OLEO DIESEL","5686","R$/l","2.607","0.135","2.259","3.440","0.307","0.052","2.300","0.101","2.020","2.881","0.044",""
"12/7/2014","12/13/2014","OLEO DIESEL S10","4620","R$/l","2.758","0.133","2.419","3.560","0.320","0.048","2.438","0.099","2.060","3.086","0.041",""
"12/14/2014","12/20/2014","ETANOL HIDRATADO","7745","R$/l","2.041","0.292","1.599","3.320","0.312","0.143","1.729","0.241","1.400","2.786","0.139",""
"12/14/2014","12/20/2014","GASOLINA COMUM","8572","R$/l","3.030","0.171","2.499","4.299","0.422","0.056","2.608","0.121","2.250","3.218","0.046",""
"12/14/2014","12/20/2014","GLP","7896","R$/13Kg","44.730","5.057","30.000","69.000","13.401","0.113","31.329","5.954","14.660","51.500","0.190",""
"12/14/2014","12/20/2014","GNV","515","R$/m3","1.911","0.180","1.485","2.889","0.474","0.094","1.437","0.176","1.156","2.005","0.122",""
"12/14/2014","12/20/2014","OLEO DIESEL","5678","R$/l","2.607","0.136","2.299","3.460","0.303","0.052","2.304","0.102","2.055","2.913","0.044",""
"12/14/2014","12/20/2014","OLEO DIESEL S10","4569","R$/l","2.757","0.133","2.370","3.590","0.312","0.048","2.445","0.103","2.119","3.118","0.042",""
"12/21/2014","12/27/2014","ETANOL HIDRATADO","7759","R$/l","2.048","0.289","1.599","3.320","0.312","0.141","1.736","0.242","1.390","2.786","0.139",""
"12/21/2014","12/27/2014","GASOLINA COMUM","8576","R$/l","3.034","0.172","2.559","4.299","0.424","0.057","2.610","0.122","2.270","3.218","0.047",""
"12/21/2014","12/27/2014","GLP","7901","R$/13Kg","44.696","5.039","30.000","69.000","13.517","0.113","31.179","5.830","14.660","51.500","0.187",""
"12/21/2014","12/27/2014","GNV","525","R$/m3","1.919","0.176","1.379","2.549","0.461","0.092","1.458","0.172","1.156","2.005","0.118",""
"12/21/2014","12/27/2014","OLEO DIESEL","5671","R$/l","2.607","0.136","2.290","3.460","0.301","0.052","2.306","0.105","2.016","2.913","0.046",""
"12/21/2014","12/27/2014","OLEO DIESEL S10","4580","R$/l","2.757","0.134","2.370","3.590","0.312","0.049","2.445","0.106","2.049","3.118","0.043",""
"12/28/2014","1/3/2015","ETANOL HIDRATADO","7753","R$/l","2.047","0.288","1.599","3.320","0.301","0.141","1.746","0.238","1.430","2.786","0.136",""
"12/28/2014","1/3/2015","GASOLINA COMUM","8577","R$/l","3.029","0.171","2.549","4.299","0.417","0.056","2.612","0.123","2.223","3.218","0.047",""
"12/28/2014","1/3/2015","GLP","7905","R$/13Kg","44.676","5.055","30.000","69.000","13.428","0.113","31.248","5.862","14.660","51.500","0.188",""
"12/28/2014","1/3/2015","GNV","528","R$/m3","1.910","0.189","1.379","2.889","0.445","0.099","1.465","0.166","1.181","2.048","0.113",""
"12/28/2014","1/3/2015","OLEO DIESEL","5693","R$/l","2.609","0.135","2.199","3.460","0.302","0.052","2.307","0.105","2.089","2.913","0.046",""
"12/28/2014","1/3/2015","OLEO DIESEL S10","4569","R$/l","2.757","0.135","2.419","3.590","0.315","0.049","2.442","0.108","2.134","3.118","0.044",""
"1/4/2015","1/10/2015","ETANOL HIDRATADO","7737","R$/l","2.045","0.288","1.599","3.320","0.289","0.141","1.756","0.238","1.395","2.786","0.136",""
"1/4/2015","1/10/2015","GASOLINA COMUM","8569","R$/l","3.027","0.171","2.569","4.299","0.410","0.056","2.617","0.120","2.210","3.218","0.046",""
"1/4/2015","1/10/2015","GLP","7899","R$/13Kg","44.651","5.054","30.000","69.000","13.178","0.113","31.473","5.865","14.660","51.500","0.186",""
"1/4/2015","1/10/2015","GNV","512","R$/m3","1.918","0.182","1.379","2.889","0.448","0.095","1.470","0.174","1.168","2.048","0.118",""
"1/4/2015","1/10/2015","OLEO DIESEL","5711","R$/l","2.609","0.136","2.280","3.460","0.299","0.052","2.310","0.105","2.089","2.913","0.045",""
"1/4/2015","1/10/2015","OLEO DIESEL S10","4642","R$/l","2.760","0.134","2.399","3.590","0.311","0.049","2.449","0.106","2.140","3.118","0.043",""
"1/11/2015","1/17/2015","ETANOL HIDRATADO","7731","R$/l","2.052","0.289","1.599","3.320","0.294","0.141","1.758","0.242","1.440","2.604","0.138",""
"1/11/2015","1/17/2015","GASOLINA COMUM","8572","R$/l","3.029","0.172","2.499","4.299","0.407","0.057","2.622","0.120","2.240","3.189","0.046",""
"1/11/2015","1/17/2015","GLP","7902","R$/13Kg","44.703","5.098","30.000","69.000","13.263","0.114","31.440","5.960","14.663","51.500","0.190",""
"1/11/2015","1/17/2015","GNV","518","R$/m3","1.917","0.185","1.379","2.889","0.462","0.097","1.455","0.195","1.113","2.048","0.134",""
"1/11/2015","1/17/2015","OLEO DIESEL","5754","R$/l","2.609","0.137","2.130","3.450","0.291","0.053","2.318","0.104","2.033","3.034","0.045",""
"1/11/2015","1/17/2015","OLEO DIESEL S10","4548","R$/l","2.763","0.135","2.279","3.590","0.308","0.049","2.455","0.102","2.125","3.118","0.042",""
"1/18/2015","1/24/2015","ETANOL HIDRATADO","7733","R$/l","2.062","0.285","1.599","3.320","0.295","0.138","1.767","0.237","1.440","2.604","0.134",""
"1/18/2015","1/24/2015","GASOLINA COMUM","8571","R$/l","3.033","0.170","2.580","4.299","0.406","0.056","2.627","0.118","2.240","3.189","0.045",""
"1/18/2015","1/24/2015","GLP","7904","R$/13Kg","44.658","5.080","30.000","69.000","13.281","0.114","31.377","5.898","14.663","51.500","0.188",""
"1/18/2015","1/24/2015","GNV","519","R$/m3","1.920","0.184","1.485","2.889","0.488","0.096","1.432","0.169","1.181","2.048","0.118",""
"1/18/2015","1/24/2015","OLEO DIESEL","5640","R$/l","2.612","0.137","2.199","3.450","0.291","0.052","2.321","0.104","1.940","3.034","0.045",""
"1/18/2015","1/24/2015","OLEO DIESEL S10","4626","R$/l","2.764","0.134","2.099","3.590","0.301","0.048","2.463","0.099","2.124","3.118","0.040",""
"1/25/2015","1/31/2015","ETANOL HIDRATADO","7746","R$/l","2.086","0.280","1.599","3.320","0.302","0.134","1.784","0.234","1.415","2.577","0.131",""
"1/25/2015","1/31/2015","GASOLINA COMUM","8574","R$/l","3.038","0.170","2.559","4.299","0.409","0.056","2.629","0.118","2.270","3.182","0.045",""
"1/25/2015","1/31/2015","GLP","7898","R$/13Kg","44.688","5.090","30.000","69.000","13.186","0.114","31.502","5.974","14.660","51.500","0.190",""
"1/25/2015","1/31/2015","GNV","547","R$/m3","1.933","0.179","1.379","2.889","0.513","0.093","1.420","0.177","1.096","2.048","0.125",""
"1/25/2015","1/31/2015","OLEO DIESEL","5702","R$/l","2.613","0.136","2.199","3.450","0.293","0.052","2.320","0.100","2.063","2.932","0.043",""
"1/25/2015","1/31/2015","OLEO DIESEL S10","4607","R$/l","2.767","0.133","2.419","3.590","0.304","0.048","2.463","0.097","2.140","3.115","0.039",""
"2/1/2015","2/7/2015","ETANOL HIDRATADO","7716","R$/l","2.196","0.271","1.630","3.610","0.368","0.123","1.828","0.231","1.338","2.577","0.126",""
"2/1/2015","2/7/2015","GASOLINA COMUM","8560","R$/l","3.260","0.202","2.350","4.519","0.569","0.062","2.691","0.144","2.237","3.190","0.054",""
"2/1/2015","2/7/2015","GLP","7898","R$/13Kg","44.810","5.157","30.000","69.000","13.345","0.115","31.465","5.922","14.660","51.500","0.188",""
"2/1/2015","2/7/2015","GNV","533","R$/m3","1.936","0.179","1.399","2.889","0.470","0.092","1.466","0.188","1.096","2.048","0.128",""
"2/1/2015","2/7/2015","OLEO DIESEL","5700","R$/l","2.747","0.165","2.199","3.640","0.409","0.060","2.338","0.109","2.040","2.932","0.047",""
"2/1/2015","2/7/2015","OLEO DIESEL S10","4692","R$/l","2.896","0.161","2.099","3.750","0.420","0.056","2.476","0.106","2.120","3.115","0.043",""
"2/8/2015","2/14/2015","ETANOL HIDRATADO","7725","R$/l","2.224","0.264","1.829","3.610","0.352","0.119","1.872","0.225","1.458","2.673","0.120",""
"2/8/2015","2/14/2015","GASOLINA COMUM","8548","R$/l","3.306","0.178","2.699","4.519","0.504","0.054","2.802","0.147","2.243","3.351","0.052",""
"2/8/2015","2/14/2015","GLP","7892","R$/13Kg","44.922","5.185","30.000","69.000","13.353","0.115","31.569","5.987","17.200","51.500","0.190",""
"2/8/2015","2/14/2015","GNV","543","R$/m3","1.934","0.178","1.379","2.889","0.482","0.092","1.452","0.182","1.160","2.048","0.125",""
"2/8/2015","2/14/2015","OLEO DIESEL","5646","R$/l","2.797","0.146","2.380","3.630","0.370","0.052","2.427","0.121","2.091","3.075","0.050",""
"2/8/2015","2/14/2015","OLEO DIESEL S10","4690","R$/l","2.948","0.140","2.489","3.650","0.385","0.047","2.563","0.121","2.191","3.268","0.047",""
"2/15/2015","2/21/2015","ETANOL HIDRATADO","7720","R$/l","2.234","0.263","1.839","3.610","0.346","0.118","1.888","0.226","1.473","2.673","0.120",""
"2/15/2015","2/21/2015","GASOLINA COMUM","8541","R$/l","3.314","0.177","2.799","4.519","0.486","0.053","2.828","0.140","2.243","3.351","0.050",""
"2/15/2015","2/21/2015","GLP","7894","R$/13Kg","44.884","5.211","30.000","69.000","13.288","0.116","31.596","6.100","18.952","51.500","0.193",""
"2/15/2015","2/21/2015","GNV","539","R$/m3","1.945","0.175","1.485","2.789","0.496","0.090","1.449","0.169","1.160","2.048","0.117",""
"2/15/2015","2/21/2015","OLEO DIESEL","5612","R$/l","2.802","0.147","2.379","3.650","0.362","0.052","2.440","0.119","2.091","3.075","0.049",""
"2/15/2015","2/21/2015","OLEO DIESEL S10","4799","R$/l","2.951","0.141","2.448","3.750","0.364","0.048","2.587","0.114","2.214","3.268","0.044",""
"2/22/2015","2/28/2015","ETANOL HIDRATADO","7609","R$/l","2.240","0.265","1.799","3.610","0.345","0.118","1.895","0.231","1.479","2.757","0.122",""
"2/22/2015","2/28/2015","GASOLINA COMUM","8429","R$/l","3.324","0.178","2.749","4.520","0.464","0.054","2.860","0.130","2.243","3.437","0.045",""
"2/22/2015","2/28/2015","GLP","7893","R$/13Kg","44.952","5.249","30.000","69.000","13.318","0.117","31.634","6.113","14.660","51.500","0.193",""
"2/22/2015","2/28/2015","GNV","541","R$/m3","1.949","0.169","1.429","2.889","0.493","0.087","1.456","0.170","1.160","2.048","0.117",""
"2/22/2015","2/28/2015","OLEO DIESEL","5596","R$/l","2.808","0.147","2.359","3.740","0.343","0.052","2.465","0.111","2.120","3.092","0.045",""
"2/22/2015","2/28/2015","OLEO DIESEL S10","4643","R$/l","2.955","0.141","2.539","3.750","0.349","0.048","2.606","0.109","2.230","3.285","0.042",""
"3/1/2015","3/7/2015","ETANOL HIDRATADO","7640","R$/l","2.240","0.264","1.650","3.610","0.348","0.118","1.892","0.233","1.530","2.757","0.123",""
"3/1/2015","3/7/2015","GASOLINA COMUM","8446","R$/l","3.325","0.178","2.790","4.519","0.454","0.054","2.871","0.127","2.243","3.437","0.044",""
"3/1/2015","3/7/2015","GLP","7299","R$/13Kg","45.014","5.283","30.000","69.000","13.367","0.117","31.647","6.147","14.660","51.500","0.194",""
"3/1/2015","3/7/2015","GNV","547","R$/m3","1.941","0.175","1.399","2.889","0.472","0.090","1.469","0.157","1.181","2.048","0.107",""
"3/1/2015","3/7/2015","OLEO DIESEL","5603","R$/l","2.812","0.146","2.349","3.700","0.341","0.052","2.471","0.110","2.130","3.092","0.045",""
"3/1/2015","3/7/2015","OLEO DIESEL S10","4767","R$/l","2.959","0.140","2.598","3.750","0.342","0.047","2.617","0.113","2.230","3.285","0.043",""
"3/8/2015","3/14/2015","ETANOL HIDRATADO","7715","R$/l","2.240","0.269","1.749","3.610","0.372","0.120","1.868","0.242","1.461","2.687","0.130",""
"3/8/2015","3/14/2015","GASOLINA COMUM","8517","R$/l","3.326","0.183","2.749","4.519","0.448","0.055","2.878","0.124","2.294","3.451","0.043",""
"3/8/2015","3/14/2015","GLP","7285","R$/13Kg","45.021","5.489","29.990","69.000","13.427","0.122","31.594","6.131","17.442","51.500","0.194",""
"3/8/2015","3/14/2015","GNV","539","R$/m3","1.946","0.178","1.429","2.889","0.518","0.091","1.428","0.163","1.181","1.797","0.114",""
"3/8/2015","3/14/2015","OLEO DIESEL","5584","R$/l","2.810","0.148","2.346","3.700","0.337","0.053","2.473","0.112","2.041","3.213","0.045",""
"3/8/2015","3/14/2015","OLEO DIESEL S10","4728","R$/l","2.960","0.143","2.530","3.750","0.343","0.048","2.617","0.110","2.160","3.285","0.042",""
"3/15/2015","3/21/2015","ETANOL HIDRATADO","7705","R$/l","2.227","0.276","1.679","3.600","0.378","0.124","1.849","0.252","1.458","2.687","0.136",""
"3/15/2015","3/21/2015","GASOLINA COMUM","8510","R$/l","3.322","0.185","2.829","4.519","0.443","0.056","2.879","0.126","2.510","3.451","0.044",""
"3/15/2015","3/21/2015","GLP","7284","R$/13Kg","45.242","5.421","29.990","69.000","13.724","0.120","31.518","6.099","21.500","51.500","0.194",""
"3/15/2015","3/21/2015","GNV","539","R$/m3","1.950","0.179","1.565","2.889","0.485","0.092","1.465","0.159","1.156","1.946","0.109",""
"3/15/2015","3/21/2015","OLEO DIESEL","5563","R$/l","2.812","0.148","2.349","3.700","0.334","0.053","2.478","0.113","2.041","3.213","0.046",""
"3/15/2015","3/21/2015","OLEO DIESEL S10","4817","R$/l","2.957","0.141","2.530","3.750","0.338","0.048","2.619","0.111","2.143","3.285","0.042",""
"3/22/2015","3/28/2015","ETANOL HIDRATADO","7703","R$/l","2.214","0.284","1.669","3.610","0.399","0.128","1.815","0.259","1.398","2.659","0.143",""
"3/22/2015","3/28/2015","GASOLINA COMUM","8480","R$/l","3.322","0.190","2.749","4.529","0.444","0.057","2.878","0.128","2.500","3.380","0.044",""
"3/22/2015","3/28/2015","GLP","7327","R$/13Kg","45.452","5.531","28.000","69.000","13.422","0.122","32.030","6.477","14.000","57.000","0.202",""
"3/22/2015","3/28/2015","GNV","561","R$/m3","1.962","0.182","1.499","2.889","0.506","0.093","1.456","0.162","1.156","2.158","0.111",""
"3/22/2015","3/28/2015","OLEO DIESEL","5625","R$/l","2.810","0.145","2.299","3.700","0.331","0.052","2.479","0.111","2.130","3.213","0.045",""
"3/22/2015","3/28/2015","OLEO DIESEL S10","4797","R$/l","2.957","0.141","2.499","3.750","0.338","0.048","2.619","0.111","2.122","3.382","0.042",""
"3/29/2015","4/4/2015","ETANOL HIDRATADO","7699","R$/l","2.203","0.289","1.669","3.600","0.407","0.131","1.796","0.259","1.381","2.659","0.144",""
"3/29/2015","4/4/2015","GASOLINA COMUM","8478","R$/l","3.320","0.193","2.799","4.529","0.445","0.058","2.875","0.131","2.424","3.380","0.046",""
"3/29/2015","4/4/2015","GLP","7322","R$/13Kg","45.590","5.558","28.000","69.000","13.709","0.122","31.881","6.396","14.000","57.000","0.201",""
"3/29/2015","4/4/2015","GNV","528","R$/m3","1.966","0.178","1.499","2.889","0.518","0.091","1.448","0.171","1.181","2.158","0.118",""
"3/29/2015","4/4/2015","OLEO DIESEL","5558","R$/l","2.811","0.146","2.349","3.700","0.333","0.052","2.478","0.112","2.122","3.213","0.045",""
"3/29/2015","4/4/2015","OLEO DIESEL S10","4827","R$/l","2.958","0.142","2.470","3.750","0.336","0.048","2.622","0.108","2.122","3.382","0.041",""
"4/5/2015","4/11/2015","ETANOL HIDRATADO","7697","R$/l","2.184","0.294","1.650","3.610","0.393","0.135","1.791","0.256","1.369","2.681","0.143",""
"4/5/2015","4/11/2015","GASOLINA COMUM","8477","R$/l","3.311","0.197","2.749","4.519","0.437","0.059","2.874","0.133","2.271","3.383","0.046",""
"4/5/2015","4/11/2015","GLP","7327","R$/13Kg","45.538","5.581","30.000","70.000","13.597","0.123","31.941","6.240","14.663","52.000","0.195",""
"4/5/2015","4/11/2015","GNV","504","R$/m3","1.973","0.190","1.499","2.889","0.514","0.096","1.459","0.183","1.181","2.158","0.125",""
"4/5/2015","4/11/2015","OLEO DIESEL","5585","R$/l","2.809","0.148","2.349","3.700","0.332","0.053","2.477","0.112","2.127","3.056","0.045",""
"4/5/2015","4/11/2015","OLEO DIESEL S10","4778","R$/l","2.956","0.142","2.539","3.750","0.343","0.048","2.613","0.105","2.308","3.211","0.040",""
"4/12/2015","4/18/2015","ETANOL HIDRATADO","7719","R$/l","2.181","0.294","1.699","3.610","0.388","0.135","1.793","0.259","1.410","2.706","0.144",""
"4/12/2015","4/18/2015","GASOLINA COMUM","8470","R$/l","3.309","0.198","2.799","4.519","0.433","0.060","2.876","0.132","2.361","3.383","0.046",""
"4/12/2015","4/18/2015","GLP","7313","R$/13Kg","45.569","5.588","30.000","69.000","14.085","0.123","31.484","5.980","14.663","51.870","0.190",""
"4/12/2015","4/18/2015","GNV","524","R$/m3","1.987","0.196","1.459","2.889","0.528","0.099","1.459","0.189","1.162","2.158","0.130",""
"4/12/2015","4/18/2015","OLEO DIESEL","5510","R$/l","2.809","0.147","2.390","3.700","0.330","0.052","2.479","0.110","2.127","3.056","0.044",""
"4/12/2015","4/18/2015","OLEO DIESEL S10","4874","R$/l","2.958","0.141","2.430","3.750","0.345","0.048","2.613","0.107","2.333","3.211","0.041",""
"4/19/2015","4/25/2015","ETANOL HIDRATADO","7727","R$/l","2.176","0.298","1.670","3.610","0.391","0.137","1.785","0.255","1.417","2.706","0.143",""
"4/19/2015","4/25/2015","GASOLINA COMUM","8483","R$/l","3.306","0.202","2.790","4.519","0.434","0.061","2.872","0.132","2.500","3.366","0.046",""
"4/19/2015","4/25/2015","GLP","7315","R$/13Kg","45.904","5.589","29.900","69.000","14.287","0.122","31.617","5.960","14.660","51.870","0.189",""
